geneid,log2FoldChange,padj_a,diff.log2.fc,padj_b,label
ENSMUSG00000026927,0.19437199,0.990260987,0.158116523,0.003467369,
ENSMUSG00000051675,0.193758123,0.006202336,-0.497058508,0.000138038,
ENSMUSG00000001655,0.192909676,0.295516339,-0.537143235,0.004570882,
ENSMUSG00000003421,0.190990741,3.07E-06,-0.485997418,0.000549541,
ENSMUSG00000038346,0.190474171,0.043185689,1.416494558,1.51E-05,
ENSMUSG00000028709,0.18980913,0.684587393,1.133522929,0.000676083,
ENSMUSG00000019809,0.18957187,0.384357976,0.702979699,0.000346737,
ENSMUSG00000095193,0.188614112,0.450637063,2.700399513,0.001862087,
ENSMUSG00000020495,0.188437592,0.083158752,0.326504308,0.009549926,
ENSMUSG00000037907,0.186937014,0.078824203,-1.301948373,3.16E-23,
ENSMUSG00000031776,0.186595811,6.58E-07,0.159205735,0.002089296,
ENSMUSG00000001415,0.186073129,5.97E-07,-0.897403499,2.51E-21,
ENSMUSG00000023353,0.185904844,0.000738623,0.384383584,0.003630781,
ENSMUSG00000113949,0.185636779,0.724390479,0.386281573,0.000776247,
ENSMUSG00000024182,0.185606274,1.65E-05,-0.137334887,4.17E-05,
ENSMUSG00000022718,0.185479063,0.016882365,-0.216347141,0.000154882,
ENSMUSG00000037679,0.185169141,0.195689469,0.207444789,1.86E-07,
ENSMUSG00000003814,0.184333263,0.001218523,0.568761681,1.26E-70,
ENSMUSG00000036737,0.182448119,0.028982773,0.381114397,4.37E-05,
ENSMUSG00000042569,0.18226388,0.001752296,0.359665465,0.006606934,
ENSMUSG00000020091,0.180607884,3.81E-06,-0.017361213,8.51E-07,
ENSMUSG00000000776,0.180065076,0.00013888,0.47629945,0.000831764,
ENSMUSG00000068798,0.179620716,0.074749915,0.848460665,0.003630781,
ENSMUSG00000055491,0.178812732,2.54E-05,-0.088685054,0.005495409,
ENSMUSG00000021039,0.177813751,0.489585964,0.830203658,0.000114815,
ENSMUSG00000006736,0.177287363,0.186649743,-0.042556604,2.51E-12,
ENSMUSG00000002658,0.176605696,1.58E-10,-0.367389111,0.004677351,
ENSMUSG00000022601,0.174506701,0.366740942,0.711710502,0.001698244,
ENSMUSG00000030264,0.174200919,0.878133899,-0.350822462,0.003715352,
ENSMUSG00000028857,0.173515817,8.76E-05,-0.067990493,5.89E-06,
ENSMUSG00000021178,0.172877815,1.40E-13,-0.212458061,0.005495409,
ENSMUSG00000024712,0.17250873,6.57E-07,0.128421917,0.00616595,
ENSMUSG00000036180,0.17234945,3.56E-12,-0.506015933,0.000213796,
ENSMUSG00000037326,0.172130584,0.608557898,-0.235467622,0.00144544,
ENSMUSG00000073982,0.170859139,5.19E-06,0.561405812,9.55E-05,
ENSMUSG00000015165,0.169674468,2.55E-17,0.555385514,0.005011872,
ENSMUSG00000025239,0.169620352,0.156542887,-0.237000927,1.32E-07,
ENSMUSG00000032411,0.169323722,0.021518714,-0.035775335,0.004365158,
ENSMUSG00000029334,0.169272261,9.88E-09,0.130105362,0.00691831,
ENSMUSG00000025958,0.168350473,2.26E-08,1.682266656,5.25E-05,
ENSMUSG00000022827,0.167931531,0.000443327,-1.599009235,0.003235937,
ENSMUSG00000020696,0.167193489,0.89380746,-0.605700212,0.005011872,
ENSMUSG00000022139,0.167068743,0.101353914,0.259590901,2.45E-06,
ENSMUSG00000019802,0.166828132,0.656896002,0.401790626,1.66E-08,
ENSMUSG00000049658,0.16679479,0.1353023,0.887843892,0.005370318,
ENSMUSG00000039182,0.165458763,0.57218859,0.29625699,0.005623413,
ENSMUSG00000071528,0.164769852,0.001678251,-0.200236414,0.000933254,
ENSMUSG00000022898,0.164428866,0.56997807,0.009528873,4.47E-05,
ENSMUSG00000069089,0.164116843,0.019923935,0.111935383,0.000194984,
ENSMUSG00000039298,0.162992779,0.000982814,-0.271355758,4.57E-05,
ENSMUSG00000054008,0.162297976,0.418957597,-0.150199228,1.82E-05,
ENSMUSG00000001632,0.160886446,0.201811518,-0.161459949,0.000165959,
ENSMUSG00000025510,0.159424644,0.004664084,-0.463480994,6.31E-45,
ENSMUSG00000035754,0.159020233,6.92E-09,-0.277545208,8.13E-05,
ENSMUSG00000038876,0.15885616,0.576251521,0.548427809,0.003630781,
ENSMUSG00000002833,0.158683661,0.47874476,-1.003050715,0.00128825,
ENSMUSG00000039910,0.154294859,2.52E-07,0.898281894,1.58E-19,
ENSMUSG00000039220,0.153116631,0.506367009,-0.49991159,2.75E-05,
ENSMUSG00000054280,0.152396542,0.814540744,-1.105385669,0.000446684,
ENSMUSG00000021470,0.152153492,4.33E-05,0.637699475,7.41E-10,
ENSMUSG00000021213,0.151801657,0.957039207,1.636770466,0.00691831,
ENSMUSG00000029033,0.151312419,0.817051453,-0.551056497,0.003019952,
ENSMUSG00000001521,0.151232509,0.000166002,1.154441864,0.001862087,
ENSMUSG00000001870,0.15098129,0.007445294,0.493183624,0.000831764,
ENSMUSG00000029761,0.15032074,3.17E-15,-0.704456382,3.16E-32,
ENSMUSG00000024654,0.149695815,0.107209249,-0.836517966,0.003235937,
ENSMUSG00000029422,0.148724356,0.031656927,0.268407968,0.001479108,
ENSMUSG00000039844,0.148657806,0.472863122,-0.692211548,1.58E-15,
ENSMUSG00000035164,0.14687992,0.515164857,-1.410042541,0.005128614,
ENSMUSG00000031671,0.146571209,0.004490599,0.374014604,0.005370318,
ENSMUSG00000083554,0.146569984,0.412687576,1.39557383,0.002570396,
ENSMUSG00000041920,0.145715618,0.191329798,-0.565525169,0.00047863,
ENSMUSG00000048755,0.145312344,0.000342122,0.467051347,0.001148154,
ENSMUSG00000037296,0.144819512,2.55E-06,0.75191663,0.008709636,
ENSMUSG00000020844,0.143717972,0.56212442,0.233323059,0.002041738,
ENSMUSG00000000902,0.143436593,2.76E-12,-0.33318137,5.89E-06,
ENSMUSG00000059248,0.142816743,1.15E-11,-0.095254982,0.000102329,
ENSMUSG00000096199,0.140707888,0.137147476,1.631584091,0.00851138,
ENSMUSG00000078185,0.140470699,0.065510695,0.80474357,0.000301995,
ENSMUSG00000043895,0.140090878,1.78E-05,-0.982890535,1.32E-07,
ENSMUSG00000029705,0.139425592,0.000405255,-0.735068394,0.001202264,
ENSMUSG00000044950,0.139045249,0.259240591,0.778725287,0.008317638,
ENSMUSG00000027652,0.139018073,0.474548125,0.461892309,4.79E-06,
ENSMUSG00000026895,0.137774796,8.33E-16,-0.064218767,0.008912509,
ENSMUSG00000006932,0.137451534,0.61182988,0.001852232,0.003311311,
ENSMUSG00000020790,0.136629672,0.410055121,-0.471749987,3.55E-09,
ENSMUSG00000029592,0.136534819,0.507904861,-0.294815794,0.00691831,
ENSMUSG00000111997,0.136446578,0.482422666,-1.145924844,9.55E-05,
ENSMUSG00000031913,0.136212746,4.78E-05,1.334490175,0.002951209,
ENSMUSG00000048833,0.135905013,0.472035928,-0.214707614,0.00162181,
ENSMUSG00000031370,0.135444393,1.62E-09,-0.226775758,2.40E-05,
ENSMUSG00000002825,0.134794153,2.00E-05,1.48104935,4.47E-06,
ENSMUSG00000030056,0.134255128,0.000291333,0.119182891,5.01E-06,
ENSMUSG00000052688,0.134122464,0.055301795,-0.473975131,0.003388442,
ENSMUSG00000020705,0.133123555,0.317589419,0.024372596,3.16E-20,
ENSMUSG00000108314,0.132848498,0.519124196,-2.216469023,0.001659587,
ENSMUSG00000026260,0.132222517,1.15E-06,-0.011994254,0.000125893,
ENSMUSG00000062014,0.132165984,2.09E-17,1.177026558,0.000977237,
ENSMUSG00000024142,0.131670506,0.030601768,-1.282542205,0.001380384,
ENSMUSG00000034189,0.12999044,0.159322508,-0.052493538,0.003890451,
ENSMUSG00000033128,0.12984717,0.635904425,-0.464387939,7.94E-09,
ENSMUSG00000032050,0.129631782,3.63E-10,-0.027144567,1.10E-08,
ENSMUSG00000022614,0.127826978,3.33E-11,-0.815927974,0.001862087,
ENSMUSG00000039166,0.127689074,0.214022625,1.255246282,0.001096478,
ENSMUSG00000028998,0.1276696,0.002640628,0.257891104,2.75E-08,
ENSMUSG00000030871,0.125111864,0.712321481,-1.042063707,0.00025704,
ENSMUSG00000037174,0.124825798,0.000965749,0.343806509,0.001479108,
ENSMUSG00000098234,0.124221024,1.70E-05,0.492813598,0.003630781,
ENSMUSG00000028530,0.123765699,0.454334494,1.159029201,0.003715352,
ENSMUSG00000024052,0.120996734,0.006327695,0.134006738,3.31E-05,
ENSMUSG00000056537,0.120894963,1.57E-12,0.663635025,5.13E-05,
ENSMUSG00000046574,0.120627876,0.145844034,-0.453932134,0.002884032,
ENSMUSG00000022484,0.120525324,2.58E-07,0.238843482,0.00724436,
ENSMUSG00000053091,0.120327258,0.692635157,1.010702032,0.00060256,
ENSMUSG00000005973,0.12003513,2.24E-13,-0.201957714,1.29E-09,
ENSMUSG00000038467,0.119714758,4.33E-10,0.56506876,0.001584893,
ENSMUSG00000027006,0.119355048,0.019508349,0.149197723,6.61E-06,
ENSMUSG00000031934,0.119330406,0.294094447,-0.586023422,1.26E-14,
ENSMUSG00000031502,0.119277164,0.002753498,-0.063720659,0.00616595,
ENSMUSG00000078813,0.118997464,0.036247743,-0.42365516,0.002187762,
ENSMUSG00000060166,0.117932804,5.10E-09,0.224773379,0.001412538,
ENSMUSG00000025762,0.115021808,0.021441438,0.297897373,1.29E-06,
ENSMUSG00000027304,0.114622917,2.42E-11,-1.072407839,0.000537032,
ENSMUSG00000042225,0.114285295,0.97256623,0.458733013,0.003630781,
ENSMUSG00000026942,0.111676355,0.70751566,-0.308886198,0.002454709,
ENSMUSG00000026201,0.111267221,0.012652815,0.29588182,0.003235937,
ENSMUSG00000072825,0.111036431,0.000315738,-0.423379487,0.000128825,
ENSMUSG00000042688,0.11071894,5.03E-16,0.32644903,0.00691831,
ENSMUSG00000042472,0.109949102,0.675208542,1.324479009,3.80E-07,
ENSMUSG00000046792,0.109460179,0.933850164,-0.297185574,0.001659587,
ENSMUSG00000049354,0.10811192,4.40E-08,-0.019118692,0.000218776,
ENSMUSG00000035367,0.107962288,0.086341641,1.061663924,1.23E-07,
ENSMUSG00000022255,0.107527352,0.073917926,0.895889818,0.000371535,
ENSMUSG00000037072,0.104778952,6.73E-13,0.349568255,4.37E-07,
ENSMUSG00000015750,0.10432733,0.008372899,-0.13921918,0.002089296,
ENSMUSG00000074781,0.103164665,1.50E-09,0.341463636,0.003630781,
ENSMUSG00000028868,0.102984159,0.236412262,0.206956509,6.31E-11,
ENSMUSG00000035242,0.102662283,1.08E-09,0.24197992,0.001778279,
ENSMUSG00000054405,0.101788671,3.60E-21,0.090857698,2.51E-12,
ENSMUSG00000024991,0.101425956,0.008896139,0.523159775,0.000263027,
ENSMUSG00000021501,0.101404604,0.032741331,1.090221265,0.007413102,
ENSMUSG00000029465,0.100039801,0.099941057,-0.152542086,0.006025596,
ENSMUSG00000034135,0.100006407,0.452363159,-0.03006681,3.72E-06,
ENSMUSG00000029629,0.099598366,0.485167514,0.549916727,5.62E-05,
ENSMUSG00000032480,0.099332884,0.46533298,-0.273794589,0.006456542,
ENSMUSG00000042502,0.098928174,0.252538408,-0.441279723,0.005011872,
ENSMUSG00000021065,0.098591014,0.925689201,1.156798285,0.003630781,
ENSMUSG00000067818,0.098490293,6.18E-05,-0.357322725,4.57E-08,
ENSMUSG00000018398,0.096986037,0.326241596,-0.963446767,6.31E-18,
ENSMUSG00000058006,0.096186558,0.030456807,1.664439459,7.24E-05,
ENSMUSG00000022246,0.095550329,4.04E-07,1.629929896,9.33E-10,
ENSMUSG00000034595,0.095269349,1.25E-20,0.444364445,9.77E-05,
ENSMUSG00000022031,0.093779386,8.88E-06,-0.050535944,0.000776247,
ENSMUSG00000038210,0.092963367,0.006871611,0.485148376,0.004073803,
ENSMUSG00000001504,0.091732365,0.715922857,-0.639516929,0.002951209,
ENSMUSG00000032180,0.09017371,1.63E-05,-0.217930879,0.000123027,
ENSMUSG00000024529,0.090015187,0.010855053,0.371950824,0.002754229,
ENSMUSG00000042535,0.089782191,2.85E-13,1.991858656,0.000316228,
ENSMUSG00000095115,0.08820579,0.013708077,0.405803188,0.000436516,
ENSMUSG00000056917,0.087050513,0.019963421,-0.544189009,0.004570882,
ENSMUSG00000026155,0.086848973,0.000644212,-0.151088606,3.98E-13,
ENSMUSG00000024096,0.086694272,0.000130568,0.17515708,0.003890451,
ENSMUSG00000032253,0.08654021,1.68E-05,1.219475051,0.001862087,
ENSMUSG00000042622,0.084783295,0.001455521,0.288534021,2.29E-10,
ENSMUSG00000055053,0.084728675,1.13E-05,-0.312836057,6.17E-08,
ENSMUSG00000025534,0.084674333,0.004926016,-0.262383292,0.000107152,
ENSMUSG00000033751,0.083792823,2.44E-06,-0.026725995,4.57E-06,
ENSMUSG00000024260,0.083524566,7.16E-08,0.559006494,1.62E-05,
ENSMUSG00000005505,0.083176831,0.643627095,-0.1765082,2.45E-08,
ENSMUSG00000030315,0.082512018,0.598869897,-0.334623425,0.000229087,
ENSMUSG00000001175,0.082005675,6.46E-18,-0.238298535,1.26E-66,
ENSMUSG00000032018,0.080203707,0.722656186,0.340177045,0.000301995,
ENSMUSG00000031931,0.079390531,0.000833724,1.071301107,0.006606934,
ENSMUSG00000113626,0.077716437,0.096074711,1.716307678,7.24E-05,
ENSMUSG00000095315,0.075575735,0.956958633,-0.145436974,0.0001,
ENSMUSG00000070284,0.075248389,0.868970409,0.283815166,3.72E-06,
ENSMUSG00000023460,0.073659789,0.288747522,1.156977978,1.58E-12,
ENSMUSG00000052137,0.070945026,0.358228144,1.09823311,5.01E-17,
ENSMUSG00000035048,0.070361357,0.361929371,0.621444454,0.004073803,
ENSMUSG00000032305,0.070102283,0.110036373,-0.909764397,0.004365158,
ENSMUSG00000029062,0.06938564,0.624936882,-0.280832797,1.00E-18,
ENSMUSG00000021891,0.069159273,0.585316832,0.885641224,0.00042658,
ENSMUSG00000026427,0.068230395,0.243428088,2.16418828,0.00144544,
ENSMUSG00000037331,0.067805181,2.34E-08,0.589562856,9.33E-05,
ENSMUSG00000024896,0.067482828,0.729048059,1.035098221,0.001548817,
ENSMUSG00000024135,0.067380968,7.46E-10,1.459416661,1.70E-05,
ENSMUSG00000101970,0.067311291,0.322983249,0.606183307,0.004365158,
ENSMUSG00000031590,0.065530101,0.177213038,-0.508636847,0.000109648,
ENSMUSG00000030660,0.064589546,0.000177282,1.112960668,0.00851138,
ENSMUSG00000026991,0.062022546,6.45E-06,-0.198513536,8.13E-08,
ENSMUSG00000037257,0.06122248,0.566079146,0.092104878,0.008317638,
ENSMUSG00000003809,0.060989359,0.761124021,0.144767423,0.008317638,
ENSMUSG00000047250,0.060049136,1.58E-11,0.591790356,0.000162181,
ENSMUSG00000029020,0.059636981,0.881886877,1.170255403,1.20E-05,
ENSMUSG00000032806,0.058626334,0.021984098,0.062117384,0.003801894,
ENSMUSG00000046962,0.056686057,0.733233514,0.267410796,0.002570396,
ENSMUSG00000025092,0.056002776,0.000274892,1.652543867,1.74E-05,
ENSMUSG00000009681,0.055588168,0.249789774,-0.463211217,3.02E-07,
ENSMUSG00000029634,0.055168008,0.863043492,-0.503118643,2.51E-06,
ENSMUSG00000056919,0.055008422,0.118168347,1.13981827,3.16E-05,
ENSMUSG00000040663,0.054933344,5.00E-10,-0.073100903,0.000316228,
ENSMUSG00000023971,0.054875656,0.007022517,0.382121939,0.001148154,
ENSMUSG00000036391,0.053894018,0.579893713,-0.460998806,0.000128825,
ENSMUSG00000003068,0.053021954,0.591305987,0.59984457,0.001,
ENSMUSG00000020430,0.052921881,8.70E-16,0.57941136,0.000954993,
ENSMUSG00000021079,0.052324029,0.000708458,0.794298937,7.76E-05,
ENSMUSG00000033285,0.051858428,2.49E-09,1.133574135,5.01E-12,
ENSMUSG00000031729,0.051009807,0.002601221,0.509843879,2.40E-05,
ENSMUSG00000045598,0.049231579,1.85E-05,-1.489740069,0.000354813,
ENSMUSG00000004105,0.048588868,7.71E-11,-0.618605017,3.16E-25,
ENSMUSG00000030754,0.048104552,0.769166197,-0.371958931,0.001949845,
ENSMUSG00000020775,0.047733881,1.94E-08,-1.618456335,7.94E-12,
ENSMUSG00000029253,0.04763243,2.00E-06,0.819190099,0.004677351,
ENSMUSG00000020515,0.047583712,0.81550299,-0.275806756,4.17E-06,
ENSMUSG00000016427,0.046677126,0.293110227,-0.085201265,0.004677351,
ENSMUSG00000050587,0.046571658,0.78116666,1.209225015,0.000147911,
ENSMUSG00000031907,0.046246836,0.834049144,1.435370529,6.31E-12,
ENSMUSG00000063884,0.046133439,2.49E-09,1.385855928,0.001348963,
ENSMUSG00000042814,0.04531936,0.601288973,0.76373829,3.16E-11,
ENSMUSG00000001909,0.044504759,0.427140353,0.068548075,0.005011872,
ENSMUSG00000075271,0.044254013,0.571778061,-0.703160557,0.002344229,
ENSMUSG00000027628,0.04411232,0.842561606,0.201608708,9.12E-05,
ENSMUSG00000020525,0.04393081,0.000375996,1.142007346,1.95E-09,
ENSMUSG00000029145,0.043275286,0.002313717,0.390980171,0.003467369,
ENSMUSG00000039826,0.043068124,0.045931048,0.179282184,0.00616595,
ENSMUSG00000048482,0.042942516,6.79E-07,1.386981162,5.89E-06,
ENSMUSG00000020262,0.042705625,0.739648907,-0.949477007,0.005495409,
ENSMUSG00000050989,0.04242812,0.658646456,0.336742242,2.75E-10,
ENSMUSG00000033557,0.042183702,0.222728867,-0.574598687,0.002630268,
ENSMUSG00000024764,0.042103872,1.40E-09,0.459928881,0.007585776,
ENSMUSG00000022338,0.042053364,0.006293041,-0.640776578,7.41E-05,
ENSMUSG00000031059,0.04138623,0.034669776,-0.040866998,0.001905461,
ENSMUSG00000038766,0.041329103,6.43E-09,2.016482081,0.001584893,
ENSMUSG00000037669,0.041299175,2.20E-08,0.973329987,0.00144544,
ENSMUSG00000043733,0.040789389,0.004183839,0.019819399,3.98E-14,
ENSMUSG00000022681,0.038844874,1.87E-09,1.236924577,0.000144544,
ENSMUSG00000029388,0.038461714,3.31E-13,0.032424571,0.001995262,
ENSMUSG00000035529,0.038240588,5.08E-15,0.713302071,0.007943282,
ENSMUSG00000032384,0.03788307,0.090258527,0.629686461,1.35E-07,
ENSMUSG00000020368,0.03683169,0.235228978,0.016808483,1.58E-41,
ENSMUSG00000030869,0.036543379,0.000434335,-0.532011624,0.001698244,
ENSMUSG00000022010,0.033980933,0.075903706,-0.618844353,1.82E-09,
ENSMUSG00000027236,0.033937809,2.99E-13,0.125134641,0.001174898,
ENSMUSG00000038402,0.033901674,6.79E-06,1.442406101,0.000933254,
ENSMUSG00000005982,0.032752993,0.915558737,0.245639474,0.003311311,
ENSMUSG00000000278,0.032734704,0.985602394,0.663174651,0.000891251,
ENSMUSG00000026750,0.032328834,1.15E-12,0.422032311,2.09E-06,
ENSMUSG00000092558,0.031608327,0.468078516,-0.392591102,0.00724436,
ENSMUSG00000036721,0.03117558,0.000177013,1.021554654,5.75E-08,
ENSMUSG00000028106,0.030106736,0.97479252,-0.695498202,0.007413102,
ENSMUSG00000025402,0.029611149,0.000814469,-0.046762648,5.50E-06,
ENSMUSG00000024146,0.029433341,4.30E-06,-0.19543006,3.80E-06,
ENSMUSG00000002320,0.029325819,0.832863242,0.129499062,1.26E-12,
ENSMUSG00000067586,0.02910717,0.085080758,0.069399807,0.000562341,
ENSMUSG00000040938,0.028851469,2.06E-06,-2.317568901,0.00851138,
ENSMUSG00000021156,0.026690814,0.189213019,-0.350044099,0.000630957,
ENSMUSG00000020048,0.025869917,0.001219237,0.428147332,0.004897788,
ENSMUSG00000033728,0.025652231,0.734247062,-0.763977262,0.000158489,
ENSMUSG00000033014,0.025564167,0.00046869,1.025864368,5.01E-06,
ENSMUSG00000021282,0.025177174,0.000397395,-0.888525556,2.29E-06,
ENSMUSG00000024287,0.024935521,0.018928257,0.624861497,2.57E-05,
ENSMUSG00000031592,0.024814162,0.196543498,1.099390526,0.0001,
ENSMUSG00000000915,0.023407966,0.851492451,-0.014709719,0.00001,
ENSMUSG00000034075,0.023400386,0.713443745,0.451864917,1.91E-06,
ENSMUSG00000073700,0.023162262,4.86E-06,0.154301682,1.55E-07,
ENSMUSG00000000078,0.022547091,0.041031309,-0.58711198,3.16E-20,
ENSMUSG00000032534,0.020404662,0.798865627,-0.567173069,0.005888437,
ENSMUSG00000022299,0.019994322,0.009596694,-0.291072526,0.008317638,
ENSMUSG00000050069,0.019614765,0.938863569,-1.664523621,0.000707946,
ENSMUSG00000038462,0.018608356,6.46E-05,0.30551803,0.00144544,
ENSMUSG00000094870,0.018382691,1.15E-09,1.140659949,3.98E-11,
ENSMUSG00000028645,0.018257582,1.40E-06,1.166671987,2.34E-05,
ENSMUSG00000029038,0.018027409,0.013359744,-1.365303569,0.005128614,
ENSMUSG00000026135,0.016269703,0.033454313,-0.196624286,0.005128614,
ENSMUSG00000005378,0.016000004,8.86E-08,1.783830626,0.000467735,
ENSMUSG00000022130,0.015510033,0.006540234,1.097376981,2.95E-05,
ENSMUSG00000021518,0.014778287,1.55E-06,0.30704049,0.000120226,
ENSMUSG00000032803,0.014453595,0.000136239,1.284516157,0.00676083,
ENSMUSG00000063281,0.014099002,3.27E-11,1.654574174,1.91E-06,
ENSMUSG00000062373,0.013192186,1.01E-16,-0.504122819,1.17E-07,
ENSMUSG00000042215,0.012135616,1.09E-10,-0.236454589,1.51E-08,
ENSMUSG00000006390,0.011699586,2.54E-09,0.369131982,0.003890451,
ENSMUSG00000020659,0.010499253,0.000554963,0.654959159,9.33E-08,
ENSMUSG00000042133,0.010156937,2.38E-06,0.247973962,6.31E-34,
ENSMUSG00000022635,0.009987604,7.15E-09,0.751313722,0.002089296,
ENSMUSG00000001833,0.008430454,1.44E-17,1.015352698,0.004570882,
ENSMUSG00000041845,0.008425227,0.000505419,-0.374705159,6.31E-05,
ENSMUSG00000000149,0.007729731,0.001207731,-0.196446281,0.004073803,
ENSMUSG00000059920,0.006953048,6.77E-06,0.543802396,2.51E-11,
ENSMUSG00000047648,0.005369813,0.303408545,0.944540751,7.94E-22,
ENSMUSG00000063358,0.002804844,3.40E-10,0.176462738,0.003311311,
ENSMUSG00000028541,0.002708229,3.13E-12,-0.357298174,0.001778279,
ENSMUSG00000030145,0.002537063,0.061489126,1.256488441,1.48E-06,
ENSMUSG00000033016,0.002428292,6.52E-10,-0.794033881,0.00851138,
ENSMUSG00000062991,0.001781945,0.008553119,0.977586452,0.000104713,
ENSMUSG00000040236,-0.000473424,0.065813599,0.67837486,8.32E-06,
ENSMUSG00000004085,-0.000713073,1.17E-09,1.458080761,4.27E-05,
ENSMUSG00000052707,-0.001738302,0.059591017,0.827070252,7.41E-10,
ENSMUSG00000022339,-0.00263374,0.000238142,1.033419179,0.000229087,
ENSMUSG00000029911,-0.003189892,0.000132985,-0.839056202,0.001412538,
ENSMUSG00000045690,-0.003495317,0.004585409,0.455620571,0.005370318,
ENSMUSG00000037730,-0.005710139,0.900402654,0.694334654,6.17E-06,
ENSMUSG00000040618,-0.006216314,1.62E-09,-0.940042514,0.000338844,
ENSMUSG00000074480,-0.006531287,6.14E-05,-1.568169103,1.17E-10,
ENSMUSG00000024501,-0.007027402,2.39E-07,-0.674683978,0.001737801,
ENSMUSG00000032097,-0.007143852,0.576321328,0.901044609,6.03E-06,
ENSMUSG00000033237,-0.007441364,0.538573099,1.076813851,0.000616595,
ENSMUSG00000030034,-0.009432767,0.006297593,-0.222317504,0.007413102,
ENSMUSG00000027884,-0.009615789,0.018662624,0.056089962,3.47E-06,
ENSMUSG00000017781,-0.009719141,8.70E-12,0.03964002,0.000457088,
ENSMUSG00000022528,-0.012744741,0.450208961,1.872265459,0.001148154,
ENSMUSG00000018363,-0.013138869,0.040749929,-0.347346756,0.000954993,
ENSMUSG00000024587,-0.013766139,1.62E-07,-0.199761705,3.16E-08,
ENSMUSG00000028096,-0.013766639,0.001256535,0.041702734,0.008317638,
ENSMUSG00000034442,-0.014227109,0.002748365,1.894900982,8.71E-05,
